Label,Aquaintance,Friend,Study,Support,Politics,OldFriend,Grade,LeftRight,Group,Migration Culture,Migration Economy
f7n,"['erw', '2wb', 'e8i']","['erw', '2wb', 'e8i']","['2wb', 'e8i']",['e8i'],['e8i'],[],"[('erw', 1.3), ('2wb', 2.3), ('e8i', 1.7)]","[('erw', 2.0), ('2wb', 3.0), ('e8i', 3.0)]","[('erw', 1.0), ('2wb', 1.0), ('e8i', 1.0)]","[('erw', 1.0), ('2wb', 1.0), ('e8i', 1.0)]","[('erw', 7.0), ('2wb', 7.0), ('e8i', 7.0)]"
erw,"['2wb', 'e8i', 'f7n']","['2wb', 'e8i', 'f7n']","['2wb', 'e8i', 'f7n']","['2wb', 'e8i', 'f7n']","['2wb', 'e8i', 'f7n']",[],"[('2wb', 1.7), ('e8i', 1.7), ('f7n', 1.7)]","[('f7n', 4.0)]","[('2wb', 1.0), ('e8i', 1.0), ('f7n', 1.0)]","[('2wb', 2.0), ('e8i', 2.0), ('f7n', 2.0)]","[('2wb', 6.0), ('e8i', 6.0), ('f7n', 6.0)]"
2wb,"['e8i', 'f7n', 'erw']","['e8i', 'f7n', 'erw']",['f7n'],"['e8i', 'f7n', 'erw']",[],[],"[('e8i', 2.0), ('f7n', 2.0), ('erw', 1.7)]","[('e8i', 5.0), ('f7n', 4.0), ('erw', 3.0)]","[('e8i', 1.0), ('f7n', 1.0), ('erw', 1.0)]","[('e8i', 3.0), ('f7n', 2.0), ('erw', 1.0)]","[('e8i', 6.0), ('f7n', 6.0), ('erw', 7.0)]"
pr2,"['tuf', '6b9']","['tuf', '6b9']",['tuf'],"['tuf', '6b9']",[],[],"[('tuf', 2.0), ('6b9', 2.0)]","[('tuf', 5.0), ('6b9', 5.0)]","[('tuf', 1.0), ('6b9', 1.0)]","[('tuf', 4.0), ('6b9', 4.0)]","[('tuf', 6.0), ('6b9', 6.0)]"
ayq,"['yyj', 'hro', '0fo', 'wom']","['yyj', 'hro', '0fo', 'wom']","['yyj', 'hro', '0fo']","['yyj', 'hro', '0fo']","['yyj', 'hro']","['yyj', 'wom']","[('yyj', 2.7), ('hro', 1.7), ('0fo', 2.0), ('wom', 1.7)]","[('yyj', 5.0), ('hro', 5.0), ('0fo', 7.0), ('wom', 6.0)]","[('yyj', 1.0), ('hro', 1.0), ('0fo', 1.0), ('wom', 1.0)]","[('yyj', 1.0), ('hro', 1.0), ('0fo', 1.0), ('wom', 1.0)]","[('yyj', 7.0), ('hro', 7.0), ('0fo', 7.0), ('wom', 7.0)]"
efu,[],[],[],[],[],[],[],[],[],[],[]
hro,"['cav', '0fo', 'yyj', 'ayq']","['cav', '0fo', 'yyj', 'ayq']","['yyj', 'ayq']","['0fo', 'ayq']","['0fo', 'yyj', 'ayq']",[],"[('cav', 1.7), ('0fo', 1.7), ('yyj', 1.7), ('ayq', 1.7)]","[('cav', 3.0), ('0fo', 6.0), ('yyj', 4.0), ('ayq', 3.0)]","[('cav', 1.0), ('0fo', 2.0), ('yyj', 3.0), ('ayq', 3.0)]","[('cav', 1.0), ('0fo', 1.0), ('yyj', 1.0), ('ayq', 1.0)]","[('cav', 7.0), ('0fo', 4.0), ('yyj', 5.0), ('ayq', 6.0)]"
ej8,"['ayq', '5sz', 'bty', 'klf']","['ayq', '5sz', 'bty', 'klf']",[],"['5sz', 'bty', 'klf']","['bty', 'klf']",[],"[('ayq', 2.3), ('5sz', 2.7), ('bty', 2.3), ('klf', 3.0)]","[('ayq', 3.0), ('5sz', 5.0), ('bty', 4.0), ('klf', 4.0)]","[('ayq', 1.0), ('5sz', 1.0), ('bty', 1.0), ('klf', 1.0)]","[('ayq', 1.0), ('5sz', 0.0), ('bty', 3.0), ('klf', 2.0)]","[('ayq', 6.0), ('5sz', 0.0), ('bty', 5.0), ('klf', 6.0)]"
rji,"['i9d', 'h3h', '30d', 'oae', 'poi', 'cx9', 'nre', 'n64', '8ke', 'bjp', 'l7r', 'u5b']","['h3h', '30d', 'oae', '8ke', 'bjp', 'u5b']","['30d', 'oae']","['30d', 'oae', 'cx9', '8ke', 'bjp']",[],[],"[('i9d', 2.3), ('h3h', 1.7), ('30d', 1.7), ('oae', 1.7), ('poi', 3.0), ('cx9', 2.0), ('nre', 3.0), ('n64', 3.3), ('8ke', 2.0), ('bjp', 2.3), ('l7r', 3.0), ('u5b', 2.7)]","[('i9d', 6.0), ('h3h', 5.0), ('30d', 5.0), ('oae', 7.0), ('poi', 6.0), ('cx9', 7.0), ('nre', 4.0), ('n64', 7.0), ('8ke', 4.0), ('bjp', 5.0), ('l7r', 7.0), ('u5b', 6.0)]","[('i9d', 2.0), ('h3h', 2.0), ('30d', 2.0), ('oae', 2.0), ('poi', 1.0), ('cx9', 3.0), ('nre', 3.0), ('n64', 3.0), ('8ke', 2.0), ('bjp', 2.0), ('l7r', 2.0), ('u5b', 2.0)]","[('i9d', 3.0), ('h3h', 3.0), ('30d', 3.0), ('oae', 3.0), ('poi', 3.0), ('cx9', 2.0), ('nre', 4.0), ('n64', 2.0), ('8ke', 3.0), ('bjp', 3.0), ('l7r', 4.0), ('u5b', 2.0)]","[('i9d', 6.0), ('h3h', 6.0), ('30d', 6.0), ('oae', 6.0), ('poi', 5.0), ('cx9', 6.0), ('nre', 6.0), ('n64', 5.0), ('8ke', 7.0), ('bjp', 7.0), ('l7r', 6.0), ('u5b', 6.0)]"
go4,"['poi', 'vpi', 'ras', 'ljz', 'fsu']","['poi', 'vpi', 'ras', 'ljz', 'fsu']","['vpi', 'ras']","['poi', 'vpi', 'ras', 'ljz', 'fsu']","['poi', 'vpi', 'ras', 'ljz']",[],"[('poi', 2.0), ('vpi', 2.0), ('ras', 2.0), ('ljz', 2.7), ('fsu', 2.7)]","[('poi', 2.0), ('vpi', 3.0), ('ras', 2.0), ('ljz', 2.0), ('fsu', 2.0)]","[('poi', 1.0), ('vpi', 1.0), ('ras', 1.0), ('ljz', 1.0), ('fsu', 1.0)]","[('poi', 2.0), ('vpi', 2.0), ('ras', 2.0), ('ljz', 2.0), ('fsu', 2.0)]","[('poi', 6.0), ('vpi', 6.0), ('ras', 6.0), ('ljz', 6.0), ('fsu', 6.0)]"
fle,"['4og', 'gd8', 'j0g', 'erw', 'f7n', '2wb', 'poi']","['4og', 'gd8', 'j0g', 'erw', 'f7n', '2wb', 'poi']","['4og', 'erw', 'f7n', '2wb']","['4og', 'j0g', 'erw', 'f7n', '2wb']","['4og', 'gd8', 'erw', 'f7n', '2wb']",[],"[('4og', 0), ('gd8', 0), ('j0g', 0), ('erw', 0), ('f7n', 0), ('2wb', 0), ('poi', 0)]","[('4og', 3.0), ('gd8', 4.0), ('j0g', 3.0), ('erw', 2.0), ('f7n', 3.0), ('poi', 3.0)]","[('4og', 1.0), ('gd8', 3.0), ('j0g', 4.0), ('erw', 1.0), ('f7n', 1.0), ('2wb', 1.0), ('poi', 2.0)]","[('4og', 2.0), ('gd8', 1.0), ('j0g', 1.0), ('erw', 1.0), ('f7n', 1.0), ('2wb', 1.0), ('poi', 1.0)]","[('4og', 7.0), ('gd8', 7.0), ('j0g', 7.0), ('erw', 7.0), ('f7n', 7.0), ('2wb', 7.0), ('poi', 7.0)]"
pdp,['iy3'],['iy3'],[],[],[],[],"[('iy3', 3.3)]","[('iy3', 4.0)]","[('iy3', 1.0)]","[('iy3', 2.0)]","[('iy3', 7.0)]"
cx9,"['1uq', '5ga', 'vja', 'ats', '07h', 'ty0', '3rt', 'pdp', '1a7', '7a9', 'ak1', 'cav', 'aq6', '4aw', '87a', 'a3g', '2af', 's1a', 'afp', 'zda', '8ag', 'q9a', 'ka0', 'oae', 'ayq', '9ah', 'ras']","['1uq', '5ga', 'vja', 'ats', '07h', 'ty0', '3rt', 'pdp', '1a7', '7a9', 'ak1', 'cav', 'aq6', '4aw', '87a', 'a3g', '2af', 's1a', 'afp', 'zda', '8ag', 'q9a', 'ka0', 'oae', 'ayq', '9ah', 'ras']",[],[],"['1uq', '5ga', 'vja', 'ats', '07h', 'ty0', '3rt', 'pdp', '1a7', '7a9', 'ak1', 'cav', 'aq6', '4aw', '87a', 'a3g', '2af', 's1a', 'afp', 'zda', '8ag', 'q9a', 'ka0', 'oae', 'ayq', '9ah', 'ras']",['afp'],"[('1uq', 1.3), ('5ga', 1.7), ('vja', 1.7), ('ats', 1.7), ('07h', 1.7), ('ty0', 1.7), ('3rt', 1.7), ('pdp', 1.7), ('1a7', 2.0), ('7a9', 2.0), ('ak1', 2.0), ('cav', 1.7), ('aq6', 1.7), ('4aw', 1.7), ('87a', 2.0), ('a3g', 1.3), ('2af', 1.7), ('s1a', 1.7), ('afp', 1.3), ('zda', 2.0), ('8ag', 2.0), ('q9a', 1.7), ('ka0', 2.0), ('oae', 2.0), ('ayq', 2.0), ('9ah', 2.0), ('ras', 2.0)]","[('1uq', 4.0), ('5ga', 2.0), ('vja', 2.0), ('ats', 4.0), ('07h', 4.0), ('ty0', 4.0), ('3rt', 4.0), ('pdp', 3.0), ('1a7', 2.0), ('7a9', 2.0), ('ak1', 3.0), ('cav', 3.0), ('aq6', 4.0), ('4aw', 3.0), ('87a', 3.0), ('a3g', 3.0), ('2af', 4.0), ('s1a', 5.0), ('afp', 2.0), ('zda', 4.0), ('8ag', 4.0), ('q9a', 2.0), ('ka0', 3.0), ('oae', 3.0), ('ayq', 3.0), ('9ah', 3.0), ('ras', 2.0)]","[('1uq', 1.0), ('5ga', 1.0), ('vja', 1.0), ('ats', 1.0), ('07h', 1.0), ('ty0', 1.0), ('3rt', 1.0), ('pdp', 1.0), ('1a7', 1.0), ('7a9', 1.0), ('ak1', 1.0), ('cav', 1.0), ('aq6', 1.0), ('4aw', 1.0), ('87a', 1.0), ('a3g', 1.0), ('2af', 1.0), ('s1a', 1.0), ('afp', 1.0), ('zda', 1.0), ('8ag', 1.0), ('q9a', 1.0), ('ka0', 1.0), ('oae', 1.0), ('ayq', 1.0), ('9ah', 1.0), ('ras', 1.0)]","[('1uq', 2.0), ('5ga', 2.0), ('vja', 2.0), ('ats', 2.0), ('07h', 2.0), ('ty0', 2.0), ('3rt', 2.0), ('pdp', 2.0), ('1a7', 2.0), ('7a9', 2.0), ('ak1', 2.0), ('cav', 2.0), ('aq6', 2.0), ('4aw', 2.0), ('87a', 2.0), ('a3g', 2.0), ('2af', 2.0), ('s1a', 2.0), ('afp', 2.0), ('zda', 2.0), ('8ag', 2.0), ('q9a', 2.0), ('ka0', 2.0), ('oae', 2.0), ('ayq', 2.0), ('9ah', 2.0), ('ras', 2.0)]","[('1uq', 6.0), ('5ga', 6.0), ('vja', 6.0), ('ats', 6.0), ('07h', 6.0), ('ty0', 6.0), ('3rt', 6.0), ('pdp', 6.0), ('1a7', 6.0), ('7a9', 6.0), ('ak1', 6.0), ('cav', 6.0), ('aq6', 6.0), ('4aw', 6.0), ('87a', 6.0), ('a3g', 6.0), ('2af', 6.0), ('s1a', 6.0), ('afp', 6.0), ('zda', 6.0), ('8ag', 6.0), ('q9a', 6.0), ('ka0', 6.0), ('oae', 6.0), ('ayq', 6.0), ('9ah', 6.0), ('ras', 6.0)]"
e8i,['fle'],['fle'],['fle'],['fle'],['fle'],[],"[('fle', 2.3)]","[('fle', 5.0)]","[('fle', 1.0)]","[('fle', 4.0)]","[('fle', 5.0)]"
07h,"['cx9', '1zx', 'r3x']",[],[],[],"['cx9', '1zx', 'r3x']",[],"[('cx9', 2.3), ('1zx', 2.3), ('r3x', 2.3)]","[('cx9', 5.0), ('1zx', 4.0), ('r3x', 4.0)]","[('cx9', 1.0), ('1zx', 2.0), ('r3x', 2.0)]","[('cx9', 1.0), ('1zx', 1.0), ('r3x', 2.0)]","[('cx9', 6.0), ('1zx', 6.0), ('r3x', 6.0)]"
3rt,"['rji', 'ty0', '07h', 'fyg', '1ey', 'u5b', 'zfv', 'i9d', 'cav', '7mf', '685', 'cx9', 'pdp']","['ty0', 'fyg', 'zfv', 'i9d', 'cav', '685', 'cx9']","['ty0', '07h', 'fyg', 'i9d', 'pdp']","['fyg', 'i9d', '685']","['1ey', '7mf', 'cx9']",[],"[('rji', 2.0), ('ty0', 3.0), ('07h', 3.0), ('fyg', 2.7), ('1ey', 2.3), ('u5b', 2.7), ('zfv', 2.7), ('i9d', 2.3), ('cav', 3.0), ('7mf', 2.7), ('685', 2.3), ('cx9', 2.7), ('pdp', 2.7)]","[('rji', 4.0), ('ty0', 6.0), ('07h', 6.0), ('fyg', 7.0), ('1ey', 8.0), ('u5b', 6.0), ('zfv', 6.0), ('i9d', 5.0), ('cav', 7.0), ('7mf', 8.0), ('685', 5.0), ('cx9', 3.0), ('pdp', 5.0)]","[('rji', 3.0), ('ty0', 6.0), ('07h', 5.0), ('fyg', 2.0), ('1ey', 2.0), ('u5b', 3.0), ('zfv', 4.0), ('i9d', 1.0), ('cav', 3.0), ('7mf', 9.0), ('685', 8.0), ('cx9', 5.0), ('pdp', 6.0)]","[('rji', 2.0), ('ty0', 2.0), ('07h', 2.0), ('fyg', 2.0), ('1ey', 2.0), ('u5b', 2.0), ('zfv', 2.0), ('i9d', 2.0), ('cav', 2.0), ('7mf', 2.0), ('685', 2.0), ('cx9', 2.0), ('pdp', 2.0)]","[('rji', 5.0), ('ty0', 6.0), ('07h', 5.0), ('fyg', 4.0), ('1ey', 5.0), ('u5b', 5.0), ('zfv', 5.0), ('i9d', 6.0), ('cav', 5.0), ('7mf', 3.0), ('685', 5.0), ('cx9', 6.0), ('pdp', 6.0)]"
ty0,"['cx9', '3rt', 'pdp', '07h']",['cx9'],[],['3rt'],"['pdp', '07h']",[],"[('cx9', 3.0), ('3rt', 3.0), ('pdp', 3.0), ('07h', 3.0)]","[('cx9', 4.0), ('3rt', 5.0), ('pdp', 4.0), ('07h', 5.0)]","[('cx9', 1.0), ('3rt', 2.0), ('pdp', 1.0), ('07h', 3.0)]","[('cx9', 2.0), ('3rt', 3.0), ('pdp', 2.0), ('07h', 3.0)]","[('cx9', 6.0), ('3rt', 6.0), ('pdp', 6.0), ('07h', 6.0)]"
1uq,"['8mx', 'ctx', 'xsk', 'x27', 'swx', 'xfz', 'kxw', 'xkh', 'jxk', 'cx9', 'qyx', 'r3x', 'w9x', 'm7x', 'vkx', 'xqb', 'x9g', '3xf', 'xzu', 'xjm', 'mx2', '6xp', 'xlt', 'dxs', 'yfx', 'xxy', '9sx', 'g1x', 'hxt', 'i8x', 'xgx', '1zx']","['8mx', 'ctx', 'kxw', 'cx9', 'r3x', 'w9x', 'm7x', 'vkx', 'x9g', 'xzu', '6xp', 'xlt', 'xxy', '9sx', 'g1x', 'hxt', 'xgx']","['r3x', 'xqb', 'mx2', '6xp', 'yfx', 'i8x']","['r3x', 'xzu', 'yfx', 'hxt', 'i8x']","['8mx', 'xsk', 'x27', 'swx', 'xfz', 'jxk', 'cx9', 'qyx', 'm7x', 'vkx', '3xf', 'xzu', 'mx2', 'yfx', '9sx', 'i8x', '1zx']",[],"[('8mx', 2.0), ('ctx', 2.3), ('xsk', 2.3), ('swx', 2.7), ('xfz', 2.0), ('kxw', 2.3), ('xkh', 2.0), ('jxk', 1.7), ('cx9', 2.7), ('qyx', 3.0), ('m7x', 2.7), ('vkx', 2.3), ('xqb', 2.0), ('x9g', 2.3), ('3xf', 2.3), ('xzu', 2.0), ('xjm', 2.0), ('mx2', 2.7), ('6xp', 2.0), ('xlt', 2.0), ('dxs', 1.3), ('yfx', 2.3), ('xxy', 2.0), ('9sx', 1.7), ('g1x', 1.7), ('hxt', 2.3), ('i8x', 2.3), ('xgx', 2.7)]","[('8mx', 4.0), ('ctx', 4.0), ('xsk', 2.0), ('swx', 5.0), ('xfz', 6.0), ('kxw', 5.0), ('xkh', 4.0), ('jxk', 4.0), ('cx9', 3.0), ('qyx', 3.0), ('r3x', 3.0), ('w9x', 4.0), ('m7x', 5.0), ('vkx', 4.0), ('xqb', 4.0), ('x9g', 3.0), ('3xf', 3.0), ('xzu', 2.0), ('xjm', 2.0), ('mx2', 3.0), ('6xp', 4.0), ('dxs', 5.0), ('yfx', 3.0), ('xxy', 4.0), ('9sx', 3.0), ('g1x', 4.0), ('hxt', 6.0), ('i8x', 4.0), ('xgx', 4.0), ('1zx', 3.0)]","[('8mx', 1.0), ('ctx', 2.0), ('xsk', 3.0), ('x27', 1.0), ('swx', 4.0), ('xfz', 4.0), ('kxw', 3.0), ('xkh', 1.0), ('jxk', 2.0), ('cx9', 3.0), ('qyx', 1.0), ('r3x', 1.0), ('w9x', 1.0), ('m7x', 2.0), ('vkx', 3.0), ('xqb', 5.0), ('x9g', 3.0), ('3xf', 4.0), ('xzu', 5.0), ('xjm', 2.0), ('mx2', 1.0), ('6xp', 2.0), ('xlt', 1.0), ('dxs', 3.0), ('yfx', 3.0), ('xxy', 2.0), ('9sx', 2.0), ('g1x', 1.0), ('hxt', 2.0), ('i8x', 1.0), ('xgx', 3.0), ('1zx', 3.0)]","[('8mx', 3.0), ('ctx', 2.0), ('xsk', 2.0), ('x27', 1.0), ('swx', 2.0), ('kxw', 3.0), ('xkh', 1.0), ('jxk', 2.0), ('cx9', 2.0), ('qyx', 1.0), ('r3x', 2.0), ('w9x', 2.0), ('m7x', 3.0), ('xqb', 3.0), ('x9g', 5.0), ('3xf', 2.0), ('xzu', 3.0), ('xjm', 2.0), ('mx2', 2.0), ('6xp', 3.0), ('xlt', 2.0), ('dxs', 1.0), ('yfx', 2.0), ('xxy', 2.0), ('9sx', 1.0), ('g1x', 1.0), ('hxt', 2.0), ('i8x', 1.0), ('xgx', 1.0), ('1zx', 3.0)]","[('8mx', 6.0), ('ctx', 5.0), ('xsk', 6.0), ('x27', 0.0), ('swx', 0.0), ('xfz', 0.0), ('kxw', 7.0), ('xkh', 6.0), ('jxk', 6.0), ('cx9', 5.0), ('qyx', 6.0), ('r3x', 6.0), ('w9x', 7.0), ('m7x', 6.0), ('vkx', 6.0), ('xqb', 6.0), ('x9g', 5.0), ('3xf', 7.0), ('xzu', 5.0), ('xjm', 6.0), ('mx2', 7.0), ('6xp', 6.0), ('xlt', 7.0), ('dxs', 6.0), ('yfx', 6.0), ('xxy', 7.0), ('9sx', 5.0), ('g1x', 6.0), ('hxt', 6.0), ('i8x', 7.0), ('xgx', 6.0)]"
d8d,"['i8x', '3ue', 'ier']","['i8x', '3ue', 'ier']","['i8x', '3ue', 'ier']","['i8x', '3ue', 'ier']","['i8x', '3ue', 'ier']",[],"[('i8x', 1.3)]","[('i8x', 4.0)]","[('i8x', 1.0), ('3ue', 1.0), ('ier', 1.0)]","[('i8x', 2.0), ('3ue', 1.0), ('ier', 1.0)]","[('i8x', 6.0), ('3ue', 7.0), ('ier', 7.0)]"
xlt,[],[],[],[],[],[],[],[],[],[],[]
90o,['un5'],['un5'],[],['un5'],['un5'],['un5'],"[('un5', 2.3)]","[('un5', 4.0)]","[('un5', 1.0)]","[('un5', 2.0)]","[('un5', 5.0)]"
8yu,[],[],[],[],[],[],[],[],[],[],[]
qcm,['z63'],['z63'],[],['z63'],[],[],"[('z63', 1.0)]","[('z63', 7.0)]",[],"[('z63', 2.0)]","[('z63', 3.0)]"
yby,[],[],[],[],[],[],[],[],[],[],[]
